全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
272035,0000000100,大阪府豊中市,原田郷中倉村文書,ハラダゴウナカクラムラモンジョ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,42461,,,,,,,,,,,,
272035,0000000101,大阪府豊中市,原田神社文書,ハラダジンジャモンジョ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚1-2-18,大阪府,豊中市,中桜塚3,2-18,,34.779437,135.465864,,,,,,,,,,,,,42461,,,,,,,,,,,,
272035,0000000102,大阪府豊中市,麻田藩資料,アサダハンシリョウ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.770609,135.469677,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000103,大阪府豊中市,大阪府摂津國豊島郡櫻塚村壱目三拾六墳全圖,オオサカフセッツノクニテシマグンサクラヅカムラヒトメサンジュウロクフンゼンズ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,34243,,,,,,,,,,,,
272035,0000000104,大阪府豊中市,水田西吟撰原田神社奉納俳諧額,ミズタサイギンセンハラダジンジャホウノウハイカイガク,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚1-2-18,大阪府,豊中市,中桜塚3,1-2-18,,34.770662,135.469675,,,,,,,,,,,,,40269,,,,,,,,,,,,
272035,0000000105,大阪府豊中市,勝部遺跡出土弓筈状鹿角製品,カツベイセキシュツドユハズジョウロッカクセイヒン,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000106,大阪府豊中市,新免遺跡出土人面付土製品,シンメンイセキジンメンツキドセイヒン,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000107,大阪府豊中市,新免遺跡出土鉄斧形土製品,シンメンイセキシュツドテップガタドセイヒン,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000108,大阪府豊中市,利倉遺跡出土火鑚具,トクライセキシュツドヒキリグ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000109,大阪府豊中市,金寺山廃寺跡出土瓦,カナデラヤマハイジアトシュツドカワラ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000110,大阪府豊中市,山ノ上遺跡出土小形?製鏡,ヤマノウエイセキシュツドコガタボウセイキョウ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000111,大阪府豊中市,島田遺跡出土子持勾玉,シマダイセキシュツドコモチマガタマ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000112,大阪府豊中市,大石塚古墳出土埴輪,オオイシヅカコフンシュツドハニワ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000113,大阪府豊中市,小石塚古墳出土壺形埴輪,コイシヅカコフンシュツドツボガタハニワ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000114,大阪府豊中市,本町遺跡出土土馬,ホンマチイセキシュツドドバ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000115,大阪府豊中市,穂積遺跡出土井戸,ホヅミイセキシュツドイド,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000116,大阪府豊中市,上津島南遺跡出土井戸,コウヅシマミナミイセキシュツドイド,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000117,大阪府豊中市,上津島南遺跡出土重圏文軒丸瓦,コウヅシマミナミイセキシュツドジュウケンモンノキマルガワラ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000118,大阪府豊中市,野畑春日町遺跡出土有舌尖頭器,ノバタケカスガチョウイセキシュツドユウゼツセントウキ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000119,大阪府豊中市,小曽根遺跡出土木簡,オゾネイセキシュツドモッカン,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000120,大阪府豊中市,野畑出土巫女埴輪,ノバタケシュツドミコハニワ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市春日町1,大阪府,豊中市,春日町1,1,,,,,,,,,,,,,,,,34243,,,,,,,,,,,,
272035,0000000121,大阪府豊中市,勝部遺跡出土木棺墓等,カツベイセキシュツドモッカンボトウ,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市勝部2-7,大阪府,豊中市,勝部2,7,,34.774625,135.454054,,,,,,,,,,,,,36617,,,,,,,,,,,,
272035,0000000122,大阪府豊中市,穂積遺跡出土銅鏃未成品,ホヅミイセキシュツドドウゾクミセイヒン,,,豊中市指定有形文化財,その他,,272035,,大阪府豊中市中桜塚3-1-1,大阪府,豊中市,中桜塚3,1-1,,34.781291,135.469715,,,,,,,,,,,,,36617,,,,,,,,,,,,
272035,0000000123,大阪府豊中市,八坂神社台額,ヤサカジンジャダイガク,,,豊中市指定有形民俗文化財,その他,,272035,,大阪府豊中市熊野町3-10-20,大阪府,豊中市,熊野町3,10-20,,34.790568,135.484355,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000124,大阪府豊中市,原田神社算額,ハラダジンジャサンガク,,,豊中市指定有形民俗文化財,その他,,272035,,大阪府豊中市中桜塚1-2-18,大阪府,豊中市,中桜塚1,2-18,,34.779437,135.465864,,,,,,,,,,,,,35156,,,,,,,,,,,,
272035,0000000125,大阪府豊中市,服部天神宮算額,ハットリテンジングウサンガク,,,豊中市指定有形民俗文化財,その他,,272035,,大阪府豊中市服部元町1-2-17,大阪府,豊中市,服部元町1,2-17,,34.763151,135.475941,,,,,,,,,,,,,35156,,,,,,,,,,,,
272035,0000000126,大阪府豊中市,原田神社獅子神事祭,ハラダジンジャシシシンジマツリ,,,豊中市指定無形民俗文化財,その他,,272035,,大阪府豊中市中桜塚1-2-18,大阪府,豊中市,中桜塚1,2-18,,34.779437,135.465864,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000127,大阪府豊中市,上新田天神社とんど祭,カミシンデンテンジンシャトンドマツリ,,,豊中市指定無形民俗文化財,その他,,272035,,大阪府豊中市上新田1-17-1,大阪府,豊中市,上新田1,17-1,,34.803917,135.49701,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000128,大阪府豊中市,八坂神社獅子神事祭,ヤサカジンジャシシシンジマツリ,,,豊中市指定無形民俗文化財,その他,,272035,,大阪府豊中市熊野町3-10-20,大阪府,豊中市,熊野町3,10-20,,34.790568,135.484355,,,,,,,,,,,,,35156,,,,,,,,,,,,
272035,0000000129,大阪府豊中市,島熊山窯跡,シマクマヤマカマアト,,,豊中市指定記念物,その他,,272035,,大阪府豊中市新千里南町1-5-3の一部,大阪府,豊中市,新千里南町1,5-3,一部,34.801649,135.487998,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000130,大阪府豊中市,麻田藩陣屋跡,アサダハンジンヤアト,,,豊中市指定記念物,その他,,272035,,大阪府豊中市蛍池中町3-33,大阪府,豊中市,蛍池中町3,33,,34.794012,135.44859,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000131,大阪府豊中市,原田城跡,ハラダジョウアト,,,豊中市指定記念物,その他,,272035,,大阪府豊中市曽根西町4-21-2､46､46-2､57-2､57-3､59､60-1､61-3,大阪府,豊中市,曽根西町4,"21-2,46,46-2,57-2,57-3,59,60-1,61-3",,34.773225,135.463021,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000132,大阪府豊中市,桜井谷2－19窯跡　,サクライダニ2-19カマアト,,,豊中市指定記念物,その他,,272035,,大阪府豊中市北緑丘2-1-46,大阪府,豊中市,北緑丘2,1-46,,34.816972,135.477896,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000133,大阪府豊中市,桜井谷2－24窯跡,サクライダニ2-24カマアト,,,豊中市指定記念物,その他,,272035,,大阪府豊中市北緑丘2-1-9,大阪府,豊中市,北緑丘2,1-9,,34.818117,135.478788,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000134,大阪府豊中市,桜井谷2－23号窯跡,サクライダニ2-23ゴウカマアト,,,豊中市指定記念物,その他,,272035,,大阪府豊中市永楽荘4-13の一部､11-26,大阪府,豊中市,永楽荘4,"13,11-26",4-13は一部,34.817283,135.471512,,,,,,,,,,,,,37347,,,,,,,,,,,,
272035,0000000135,大阪府豊中市,蘇鉄,ソテツ,,,豊中市指定記念物,その他,,272035,,大阪府豊中市柴原町5-5-15,大阪府,豊中市,柴原町5,5-15,,34.802223,135.461249,,,,,,,,,,,,,32021,,,,,,,,,,,,
272035,0000000136,大阪府豊中市,薙刀（銘一備州吉岡住左近将監紀助光元應二年庚申十一月日）,ナギナタ（メイイチビシュウヨシオカノジュウサコンショウゲンキノスケミツ）,,,国宝,美術工芸品,,272035,,大阪府豊中市長興寺北1-1-7,大阪府,豊中市,長興寺北1,1-7,,,,,,,,,,,,,,,,19449,,,,,,,,,,,,
272035,0000000137,大阪府豊中市,太刀（銘景安）,タチ（メイカゲヤス）,,,重要文化財,美術工芸品,,272035,,大阪府豊中市長興寺北1-1-7,大阪府,豊中市,長興寺北1,1-7,,,,,,,,,,,,,,,,20122,,,,,,,,,,,,
272035,0000000138 ,大阪府豊中市,刀（銘康継）,カタナ（メイヤスツグ）,,,重要文化財,美術工芸品,,272035,,大阪府豊中市長興寺北1-1-7,大阪府,豊中市,長興寺北1,1-7,,,,,,,,,,,,,,,,21728,,,,,,,,,,,,
